2018-04-30 21:04:15 | Warning | include(pages/general.php) [<a href='https://php.net/manual/function.include'>function.include</a>]: failed to open stream: No such file or directory | redaxo/src/core/lib/packages/package.php | 231
2018-04-30 21:04:15 | Warning | include() [<a href='https://php.net/manual/function.include'>function.include</a>]: Failed opening 'pages/general.php' for inclusion (include_path='.:/usr/share/php') | redaxo/src/core/lib/packages/package.php | 231
2018-04-30 21:04:23 | Warning | include(pages/extended.php) [<a href='https://php.net/manual/function.include'>function.include</a>]: failed to open stream: No such file or directory | redaxo/src/core/lib/packages/package.php | 231
2018-04-30 21:04:23 | Warning | include() [<a href='https://php.net/manual/function.include'>function.include</a>]: Failed opening 'pages/extended.php' for inclusion (include_path='.:/usr/share/php') | redaxo/src/core/lib/packages/package.php | 231
2018-04-30 21:04:24 | Warning | include(pages/general.php) [<a href='https://php.net/manual/function.include'>function.include</a>]: failed to open stream: No such file or directory | redaxo/src/core/lib/packages/package.php | 231
2018-04-30 21:04:24 | Warning | include() [<a href='https://php.net/manual/function.include'>function.include</a>]: Failed opening 'pages/general.php' for inclusion (include_path='.:/usr/share/php') | redaxo/src/core/lib/packages/package.php | 231
2018-04-30 21:04:49 | Warning | include() [<a href='https://php.net/manual/function.include'>function.include</a>]: Filename cannot be empty | redaxo/src/core/lib/be/controller.php | 449
2018-04-30 21:04:49 | Warning | include() [<a href='https://php.net/manual/function.include'>function.include</a>]: Failed opening '' for inclusion (include_path='.:/usr/share/php') | redaxo/src/core/lib/be/controller.php | 449
2018-04-30 21:05:12 | Warning | include() [<a href='https://php.net/manual/function.include'>function.include</a>]: Filename cannot be empty | redaxo/src/core/lib/be/controller.php | 449
2018-04-30 21:05:12 | Warning | include() [<a href='https://php.net/manual/function.include'>function.include</a>]: Failed opening '' for inclusion (include_path='.:/usr/share/php') | redaxo/src/core/lib/be/controller.php | 449
2018-04-30 21:08:01 | Warning | include(pages/settings.php) [<a href='https://php.net/manual/function.include'>function.include</a>]: failed to open stream: No such file or directory | redaxo/src/core/lib/packages/package.php | 231
2018-04-30 21:08:01 | Warning | include() [<a href='https://php.net/manual/function.include'>function.include</a>]: Failed opening 'pages/settings.php' for inclusion (include_path='.:/usr/share/php') | redaxo/src/core/lib/packages/package.php | 231
2018-04-30 21:09:10 | Warning | include(pages/settings.php) [<a href='https://php.net/manual/function.include'>function.include</a>]: failed to open stream: No such file or directory | redaxo/src/core/lib/packages/package.php | 231
2018-04-30 21:09:10 | Warning | include() [<a href='https://php.net/manual/function.include'>function.include</a>]: Failed opening 'pages/settings.php' for inclusion (include_path='.:/usr/share/php') | redaxo/src/core/lib/packages/package.php | 231
2018-04-30 21:09:11 | Warning | include(pages/settings.php) [<a href='https://php.net/manual/function.include'>function.include</a>]: failed to open stream: No such file or directory | redaxo/src/core/lib/packages/package.php | 231
2018-04-30 21:09:11 | Warning | include() [<a href='https://php.net/manual/function.include'>function.include</a>]: Failed opening 'pages/settings.php' for inclusion (include_path='.:/usr/share/php') | redaxo/src/core/lib/packages/package.php | 231
2018-04-30 21:09:25 | Warning | include(pages/settings.php) [<a href='https://php.net/manual/function.include'>function.include</a>]: failed to open stream: No such file or directory | redaxo/src/core/lib/packages/package.php | 231
2018-04-30 21:09:25 | Warning | include() [<a href='https://php.net/manual/function.include'>function.include</a>]: Failed opening 'pages/settings.php' for inclusion (include_path='.:/usr/share/php') | redaxo/src/core/lib/packages/package.php | 231
2018-04-30 21:09:56 | Warning | array_key_exists() expects parameter 2 to be array, null given | redaxo/src/addons/project/lib/Settings.php | 30
2018-04-30 21:09:56 | Warning | array_key_exists() expects parameter 2 to be array, null given | redaxo/src/addons/project/lib/Settings.php | 30
2018-04-30 21:09:56 | Warning | array_key_exists() expects parameter 2 to be array, null given | redaxo/src/addons/project/lib/Settings.php | 30
2018-04-30 21:09:56 | Warning | array_key_exists() expects parameter 2 to be array, null given | redaxo/src/addons/project/lib/Settings.php | 30
2018-04-30 21:09:56 | Warning | array_key_exists() expects parameter 2 to be array, null given | redaxo/src/addons/project/lib/Settings.php | 30
2018-04-30 21:09:56 | Warning | array_key_exists() expects parameter 2 to be array, null given | redaxo/src/addons/project/lib/Settings.php | 30
2018-04-30 21:09:56 | Warning | array_key_exists() expects parameter 2 to be array, null given | redaxo/src/addons/project/lib/Settings.php | 30
2018-04-30 21:09:56 | Warning | array_key_exists() expects parameter 2 to be array, null given | redaxo/src/addons/project/lib/Settings.php | 30
2018-04-30 21:09:56 | Warning | array_key_exists() expects parameter 2 to be array, null given | redaxo/src/addons/project/lib/Settings.php | 30
2018-04-30 21:09:56 | Warning | array_key_exists() expects parameter 2 to be array, null given | redaxo/src/addons/project/lib/Settings.php | 30
2018-04-30 21:09:56 | Notice | Undefined variable: page_title | redaxo/src/addons/project/pages/settings.php | 24
2018-04-30 21:11:30 | Warning | array_key_exists() expects parameter 2 to be array, null given | redaxo/src/addons/project/lib/Settings.php | 30
